start_date,end_date,country,clicks,impressions,ctr,position
2024-05-22,2024-05-28,can,0,2,0,111.5
2024-05-29,2024-06-04,can,0,1,0,157
2024-06-12,2024-06-18,can,0,1,0,81
2024-06-19,2024-06-25,can,0,2,0,151.5
2024-07-03,2024-07-09,can,0,1,0,197
2024-07-10,2024-07-16,can,0,2,0,137.5
2024-07-17,2024-07-23,can,0,1,0,88
2024-07-24,2024-07-30,can,0,1,0,115
2024-07-31,2024-08-06,can,0,1,0,31
2024-08-07,2024-08-13,can,0,1,0,33
