start_date,end_date,country,clicks,impressions,ctr,position
2024-05-01,2024-05-07,can,1,5,0.2,14.2
2024-05-08,2024-05-14,can,0,9,0,11.444444444444445
2024-05-15,2024-05-21,can,0,18,0,23.555555555555557
2024-05-22,2024-05-28,can,0,13,0,18.692307692307693
2024-05-29,2024-06-04,can,0,15,0,11.4
2024-06-05,2024-06-11,can,0,9,0,10
2024-06-12,2024-06-18,can,0,8,0,17.5
