start_date,end_date,country,clicks,impressions,ctr,position
2024-05-01,2024-05-07,can,0,1,0,100
2024-05-08,2024-05-14,can,0,1,0,53
2024-05-15,2024-05-21,can,0,1,0,11
2024-05-22,2024-05-28,can,0,3,0,52
2024-05-29,2024-06-04,can,0,1,0,20
2024-06-05,2024-06-11,can,0,1,0,42
2024-06-12,2024-06-18,can,0,1,0,34
2024-06-19,2024-06-25,can,0,1,0,57
2024-06-26,2024-07-02,can,0,1,0,57
2024-07-03,2024-07-09,can,0,1,0,18
