start_date,end_date,country,clicks,impressions,ctr,position
2025-06-18,2025-06-24,usa,0,8,0,71.375
2025-06-25,2025-07-01,usa,0,15,0,70.4
2025-07-02,2025-07-08,usa,0,18,0,64.22222222222223
2025-07-09,2025-07-15,usa,0,28,0,61.464285714285715
2025-07-16,2025-07-22,usa,0,24,0,76.41666666666667
2025-07-23,2025-07-29,usa,0,192,0,87.51041666666667
2025-07-30,2025-08-05,usa,0,150,0,87.86
2025-08-06,2025-08-12,usa,0,124,0,89.04032258064517
2025-08-13,2025-08-19,usa,0,34,0,86.8529411764706
