start_date,end_date,country,clicks,impressions,ctr,position
2024-09-18,2024-09-24,usa,0,1,0,43
2024-09-25,2024-10-01,usa,0,2,0,46
2024-10-02,2024-10-08,usa,0,1,0,84
2024-10-09,2024-10-15,usa,0,1,0,84
