start_date,end_date,clicks,impressions,ctr,position
2024-05-01,2024-05-07,0,0,0,0
2024-05-08,2024-05-14,0,0,0,0
2024-05-15,2024-05-21,0,0,0,0
2024-05-22,2024-05-28,0,0,0,0
2024-05-29,2024-06-04,0,0,0,0
2024-06-05,2024-06-11,0,0,0,0
2024-06-12,2024-06-18,0,0,0,0
2024-06-19,2024-06-25,0,0,0,0
2024-06-26,2024-07-02,0,0,0,0
2024-07-03,2024-07-09,0,0,0,0
2024-07-10,2024-07-16,0,0,0,0
2024-07-17,2024-07-23,0,0,0,0
2024-07-24,2024-07-30,0,0,0,0
2024-07-31,2024-08-06,0,0,0,0
2024-08-07,2024-08-13,0,0,0,0
2024-08-14,2024-08-20,0,0,0,0
2024-08-21,2024-08-27,0,27,0,38.48148148148148
2024-08-28,2024-09-03,0,56,0,43.267857142857146
2024-09-04,2024-09-10,1,68,0.014705882352941176,51.10294117647059
2024-09-11,2024-09-17,0,52,0,52.05769230769231
2024-09-18,2024-09-24,0,64,0,49.109375
2024-09-25,2024-10-01,0,157,0,42.99363057324841
2024-10-02,2024-10-08,1,138,0.007246376811594203,42.492753623188406
2024-10-09,2024-10-15,1,167,0.005988023952095809,40.1497005988024
2024-10-16,2024-10-22,1,219,0.0045662100456621,40.57534246575342
2024-10-23,2024-10-29,0,205,0,41.00487804878049
2024-10-30,2024-11-05,2,283,0.007067137809187279,34.81625441696113
2024-11-06,2024-11-12,1,357,0.0028011204481792717,39.80392156862745
2024-11-13,2024-11-19,4,558,0.007168458781362007,30.956989247311828
2024-11-20,2024-11-26,2,495,0.00404040404040404,36.385858585858585
2024-11-27,2024-12-03,3,403,0.007444168734491315,44.68982630272953
2024-12-04,2024-12-10,0,486,0,34.888888888888886
2024-12-11,2024-12-17,0,423,0,33.37352245862884
2024-12-18,2024-12-24,2,299,0.006688963210702341,34.42140468227425
2024-12-25,2024-12-31,4,338,0.011834319526627219,29.42603550295858
2025-01-01,2025-01-07,3,363,0.008264462809917356,33.49586776859504
2025-01-08,2025-01-14,2,301,0.006644518272425249,22.79734219269103
2025-01-15,2025-01-21,1,209,0.004784688995215311,19.870813397129186
2025-01-22,2025-01-28,2,287,0.006968641114982578,21.278745644599304
2025-01-29,2025-02-04,1,247,0.004048582995951417,15.145748987854251
2025-02-05,2025-02-11,4,272,0.014705882352941176,15.610294117647058
2025-02-12,2025-02-18,2,259,0.007722007722007722,16.227799227799228
2025-02-19,2025-02-25,2,325,0.006153846153846154,21.723076923076924
2025-02-26,2025-03-04,2,217,0.009216589861751152,16.926267281105993
2025-03-05,2025-03-11,3,177,0.01694915254237288,16.757062146892657
2025-03-12,2025-03-18,2,230,0.008695652173913044,21.72608695652174
2025-03-19,2025-03-25,1,259,0.003861003861003861,27.783783783783782
2025-03-26,2025-04-01,1,275,0.0036363636363636364,25.803636363636365
2025-04-02,2025-04-08,3,249,0.012048192771084338,27.401606425702813
2025-04-09,2025-04-15,1,314,0.0031847133757961785,29.67515923566879
2025-04-16,2025-04-22,2,313,0.006389776357827476,34.11821086261981
2025-04-23,2025-04-29,0,432,0,30.81712962962963
2025-04-30,2025-05-06,4,520,0.007692307692307693,25.057692307692307
2025-05-07,2025-05-13,1,384,0.0026041666666666665,32.6015625
2025-05-14,2025-05-20,2,398,0.005025125628140704,26.329145728643216
2025-05-21,2025-05-27,1,246,0.0040650406504065045,26.508130081300813
2025-05-28,2025-06-03,1,374,0.00267379679144385,24.78342245989305
2025-06-04,2025-06-10,1,418,0.0023923444976076554,26.10047846889952
2025-06-11,2025-06-17,2,331,0.006042296072507553,24.25679758308157
2025-06-18,2025-06-24,1,391,0.0025575447570332483,28.40920716112532
2025-06-25,2025-07-01,1,402,0.0024875621890547263,18.475124378109452
2025-07-02,2025-07-08,0,340,0,22.288235294117648
2025-07-09,2025-07-15,0,321,0,23.54828660436137
2025-07-16,2025-07-22,2,307,0.006514657980456026,25.47231270358306
2025-07-23,2025-07-29,3,335,0.008955223880597015,23.561194029850746
2025-07-30,2025-08-05,0,234,0,17.927350427350426
2025-08-06,2025-08-12,1,269,0.0037174721189591076,26.256505576208177
2025-08-13,2025-08-19,1,275,0.0036363636363636364,30.054545454545455
2025-08-20,2025-08-24,0,246,0,35.36991869918699
