start_date,end_date,clicks,impressions,ctr,position
2024-05-01,2024-05-07,0,0,0,0
2024-05-08,2024-05-14,0,0,0,0
2024-05-15,2024-05-21,0,0,0,0
2024-05-22,2024-05-28,0,0,0,0
2024-05-29,2024-06-04,0,8,0,37.5
2024-06-05,2024-06-11,0,1,0,64
2024-06-12,2024-06-18,0,13,0,33.61538461538461
2024-06-19,2024-06-25,0,1,0,64
2024-06-26,2024-07-02,0,15,0,17.933333333333334
2024-07-03,2024-07-09,0,8,0,50.875
2024-07-10,2024-07-16,0,15,0,29.8
2024-07-17,2024-07-23,0,11,0,33
2024-07-24,2024-07-30,0,13,0,15.153846153846153
2024-07-31,2024-08-06,0,9,0,55
2024-08-07,2024-08-13,0,14,0,40.42857142857143
2024-08-14,2024-08-20,0,16,0,14.25
2024-08-21,2024-08-27,0,15,0,29.866666666666667
2024-08-28,2024-09-03,0,42,0,24.714285714285715
2024-09-04,2024-09-10,0,12,0,47.833333333333336
2024-09-11,2024-09-17,0,34,0,46.470588235294116
2024-09-18,2024-09-24,0,25,0,46.4
2024-09-25,2024-10-01,0,5,0,53.6
2024-10-02,2024-10-08,0,8,0,13.875
2024-10-09,2024-10-15,0,10,0,26.2
2024-10-16,2024-10-22,0,13,0,46
2024-10-23,2024-10-29,0,17,0,52.88235294117647
2024-10-30,2024-11-05,1,14,0.07142857142857142,37.214285714285715
2024-11-06,2024-11-12,2,16,0.125,39.5625
2024-11-13,2024-11-19,1,32,0.03125,61.25
2024-11-20,2024-11-26,0,49,0,29.183673469387756
2024-11-27,2024-12-03,1,83,0.012048192771084338,48.95180722891566
2024-12-04,2024-12-10,0,275,0,58.70909090909091
2024-12-11,2024-12-17,0,378,0,57.7962962962963
2024-12-18,2024-12-24,0,128,0,56.8046875
2024-12-25,2024-12-31,0,85,0,45.305882352941175
2025-01-01,2025-01-07,1,102,0.00980392156862745,47.07843137254902
2025-01-08,2025-01-14,0,117,0,50.81196581196581
2025-01-15,2025-01-21,2,79,0.02531645569620253,30.17721518987342
2025-01-22,2025-01-28,0,105,0,22.63809523809524
2025-01-29,2025-02-04,1,67,0.014925373134328358,23.29850746268657
2025-02-05,2025-02-11,0,116,0,36.30172413793103
2025-02-12,2025-02-18,0,103,0,41.592233009708735
2025-02-19,2025-02-25,0,72,0,30.833333333333332
2025-02-26,2025-03-04,0,50,0,24.46
2025-03-05,2025-03-11,0,38,0,29.236842105263158
2025-03-12,2025-03-18,1,76,0.013157894736842105,30.526315789473685
2025-03-19,2025-03-25,0,101,0,25.81188118811881
2025-03-26,2025-04-01,0,91,0,44.73626373626374
2025-04-02,2025-04-08,0,132,0,45.84848484848485
2025-04-09,2025-04-15,0,88,0,49.85227272727273
2025-04-16,2025-04-22,0,86,0,39.372093023255815
2025-04-23,2025-04-29,1,127,0.007874015748031496,46.98425196850393
2025-04-30,2025-05-06,2,119,0.01680672268907563,35.95798319327731
2025-05-07,2025-05-13,0,89,0,42.98876404494382
2025-05-14,2025-05-20,0,86,0,36.151162790697676
2025-05-21,2025-05-27,0,63,0,55.38095238095238
2025-05-28,2025-06-03,0,98,0,38.295918367346935
2025-06-04,2025-06-10,0,68,0,29.83823529411765
2025-06-11,2025-06-17,1,113,0.008849557522123894,29.460176991150444
2025-06-18,2025-06-24,0,94,0,38.5531914893617
2025-06-25,2025-07-01,0,125,0,33.352
2025-07-02,2025-07-08,0,90,0,29.31111111111111
2025-07-09,2025-07-15,0,103,0,49.271844660194176
2025-07-16,2025-07-22,0,61,0,41.65573770491803
2025-07-23,2025-07-29,1,69,0.014492753623188406,24.347826086956523
2025-07-30,2025-08-05,0,50,0,17.28
2025-08-06,2025-08-12,0,30,0,17.266666666666666
2025-08-13,2025-08-18,0,60,0,8.766666666666666
