start_date,end_date,country,query,clicks,impressions,ctr,position
2024-05-01,2024-05-07,nzl,puerto vallarta dental tourism,0,1,0,30
2024-05-08,2024-05-14,nzl,dentist puerto vallarta,0,1,0,74
