start_date,end_date,country,clicks,impressions,ctr,position
2024-05-01,2024-05-07,chl,0,1,0,31
2024-05-08,2024-05-14,chl,0,2,0,51
2024-05-15,2024-05-21,chl,0,1,0,33
2024-05-22,2024-05-28,chl,0,2,0,35
2024-05-29,2024-06-04,chl,0,1,0,46
2024-06-05,2024-06-11,chl,0,1,0,45
2024-06-12,2024-06-18,chl,0,4,0,48.5
2024-06-19,2024-06-25,chl,0,3,0,52
2024-06-26,2024-07-02,chl,0,3,0,49.666666666666664
