start_date,end_date,query,clicks,impressions,ctr,position
2024-05-01,2024-05-07,andrea peñuela,0,1,0,4
2024-05-08,2024-05-14,andrea cancun,0,2,0,5
2024-05-15,2024-05-21,andrea peñuela,0,1,0,4
2024-05-15,2024-05-21,cancun dentista,0,2,0,86
2024-05-15,2024-05-21,dentista en cancun,0,3,0,76.66666666666667
2024-05-22,2024-05-28,andrea peñuela,0,2,0,6.5
2024-05-22,2024-05-28,cancun dentista,0,3,0,77.66666666666667
2024-05-22,2024-05-28,dentista en cancun,0,6,0,83.5
2024-05-22,2024-05-28,dentistas en cancún,0,1,0,99
2024-05-22,2024-05-28,dr penuela,0,1,0,40
2024-05-29,2024-06-04,andrea peñuela,0,1,0,4
2024-05-29,2024-06-04,cancun dentista,0,5,0,74.4
2024-05-29,2024-06-04,dentista en cancun,0,7,0,78.85714285714286
2024-06-05,2024-06-11,andrea cancun,0,1,0,7
2024-06-05,2024-06-11,andrea peñuela,0,1,0,4
2024-06-05,2024-06-11,cancun dentista,0,5,0,70.2
2024-06-05,2024-06-11,dentista en cancun,0,1,0,79
2024-06-05,2024-06-11,katy martynova,0,1,0,1
2024-06-12,2024-06-18,andrea peñuela,0,1,0,4
2024-06-12,2024-06-18,cancun dentista,0,5,0,74.2
2024-06-12,2024-06-18,dentista en cancun,0,11,0,77.27272727272727
2024-06-19,2024-06-25,andrea peñuela,0,1,0,2
2024-06-19,2024-06-25,cancun dentista,0,4,0,73.25
2024-06-19,2024-06-25,dentisr in cancun,0,1,0,96
2024-06-19,2024-06-25,dentist in cancun,0,8,0,97
2024-06-19,2024-06-25,dentista en cancun,0,5,0,76.6
2024-06-19,2024-06-25,dentistas en cancún,0,1,0,88
2024-06-26,2024-07-02,andrea cancun,0,1,0,4
2024-06-26,2024-07-02,andrea peñuela,0,1,0,3
2024-06-26,2024-07-02,cancun dentista,0,5,0,63.6
2024-06-26,2024-07-02,dentisr in cancun,0,4,0,88.5
2024-06-26,2024-07-02,dentist cancun,0,17,0,73.82352941176471
2024-06-26,2024-07-02,dentist in cancun,0,37,0,89.70270270270271
2024-06-26,2024-07-02,dentist in cancun mexico,0,4,0,82.75
2024-06-26,2024-07-02,dentista en cancun,0,9,0,70.33333333333333
2024-06-26,2024-07-02,dentistas en cancún,0,8,0,90.75
2024-06-26,2024-07-02,dentistry in cancun,0,3,0,100
2024-06-26,2024-07-02,dentists cancun,0,4,0,100.75
2024-06-26,2024-07-02,dentists in cancun,0,5,0,95.8
2024-07-03,2024-07-09,andrea peñuela,0,2,0,3
2024-07-03,2024-07-09,cancun dentist,0,8,0,85.125
2024-07-03,2024-07-09,cancun dentista,0,5,0,60.2
2024-07-03,2024-07-09,dentisr in cancun,0,4,0,79.25
2024-07-03,2024-07-09,dentist cancun,0,62,0,76.53225806451613
2024-07-03,2024-07-09,dentist in cancun,0,52,0,79.26923076923077
2024-07-03,2024-07-09,dentist in cancun mexico,0,27,0,84.44444444444444
2024-07-03,2024-07-09,dentista en cancun,0,9,0,58
2024-07-03,2024-07-09,dentistas en cancún,0,7,0,92.42857142857143
2024-07-03,2024-07-09,dentistry in cancun,0,1,0,102
2024-07-03,2024-07-09,dentists cancun,0,14,0,96.92857142857143
2024-07-03,2024-07-09,dentists in cancun,0,18,0,91.27777777777777
2024-07-03,2024-07-09,teeth whitening in cancun,0,1,0,98
2024-07-10,2024-07-16,andrea cancun,0,1,0,5
2024-07-10,2024-07-16,andrea peñuela,0,1,0,3
2024-07-10,2024-07-16,andrea quintana roo,0,1,0,16
2024-07-10,2024-07-16,cancun dentist,0,33,0,74.24242424242425
2024-07-10,2024-07-16,cancun dentista,0,4,0,56.75
2024-07-10,2024-07-16,cancun mexico dentist,0,9,0,78.66666666666667
2024-07-10,2024-07-16,dentisr in cancun,0,4,0,75
2024-07-10,2024-07-16,dentist cancun,0,54,0,67.75925925925925
2024-07-10,2024-07-16,dentist cancun mexico,0,11,0,80.0909090909091
2024-07-10,2024-07-16,dentist in cancun,0,49,0,75.91836734693878
2024-07-10,2024-07-16,dentist in cancun mexico,0,68,0,79.47058823529412
2024-07-10,2024-07-16,dentista en cancun,0,12,0,67.25
2024-07-10,2024-07-16,dentistas en cancún,0,4,0,88
2024-07-10,2024-07-16,dentistry cancun,0,10,0,89.2
2024-07-10,2024-07-16,dentistry in cancun,0,9,0,96.55555555555556
2024-07-10,2024-07-16,dentists cancun,0,1,0,100
2024-07-10,2024-07-16,dentists in cancun,0,40,0,87.9
2024-07-10,2024-07-16,dr penuela,0,1,0,38
2024-07-10,2024-07-16,orthodontist in mexico,0,1,0,100
2024-07-10,2024-07-16,teeth whitening in cancun,0,1,0,97
2024-07-17,2024-07-23,andrea peñuela,0,1,0,3
2024-07-17,2024-07-23,cancun dentist,0,50,0,81.84
2024-07-17,2024-07-23,cancun dentista,0,5,0,54.2
2024-07-17,2024-07-23,cancun mexico dentist,0,40,0,74.575
2024-07-17,2024-07-23,dentisr in cancun,0,8,0,69.875
