start_date,end_date,query,clicks,impressions,ctr,position
2024-05-01,2024-05-07,dental image specialty center chapultepec,0,1,0,28
2024-05-08,2024-05-14,kogan dentist,0,1,0,77
2024-05-15,2024-05-21,dr kogan dentist,0,1,0,70
2024-05-15,2024-05-21,kogan dentist,0,1,0,75
2024-05-22,2024-05-28,alejandro kogan,0,1,0,27
2024-05-22,2024-05-28,dental image specialty center chapultepec,0,1,0,26
2024-05-29,2024-06-04,alejandro kogan,0,1,0,1
2024-05-29,2024-06-04,kogan pixel 8,0,2,0,26
2024-06-05,2024-06-11,alejandro kogan,0,2,0,4.5
2024-06-12,2024-06-18,alejandro kogan,0,2,0,4
2024-06-12,2024-06-18,kogan dentist,0,1,0,74
2024-06-19,2024-06-25,alejandro kogan,0,2,0,4
2024-06-19,2024-06-25,dr kogan dds,0,1,0,58
2024-06-26,2024-07-02,alejandro kogan,0,1,0,6
2024-07-03,2024-07-09,alejandro kogan,0,1,0,7
