start_date,end_date,country,clicks,impressions,ctr,position
2025-07-02,2025-07-08,mex,0,1,0,41
2025-07-09,2025-07-15,mex,0,1,0,45
2025-07-16,2025-07-22,mex,0,1,0,45
2025-07-30,2025-08-05,mex,0,1,0,40
