start_date,end_date,country,clicks,impressions,ctr,position
2024-05-01,2024-05-07,aus,0,3,0,99.66666666666667
2024-05-08,2024-05-14,aus,0,4,0,58.5
2024-05-15,2024-05-21,aus,0,1,0,94
2024-05-22,2024-05-28,aus,0,5,0,59.8
2024-05-29,2024-06-04,aus,0,2,0,96.5
